,Name,LineA,LineB,LineC,Concatenated
6535,Jay , Cost me a fortune.,,,
6536,Jay ," In case I forget to say it a few hundred times this week, thank you.",,,
6537,Everybody , Happy Birthday!,,,
6538,Jay , What the heck?!,,,
6539,Claire ," Mwah! Surprise, dad.",,,
6540,Gloria , The whole family is coming with us!,,,
6541,Alex , Uh-huh.,,,
6542,Jay , They are?!,,,
6543,Alex , Uh-huh.,,,
6544,Gloria ," Yes, and Mitch and Cameron and Lily, too.",,,
6545,Claire ," Yeah, and Phil... he's just checking the bags.",,,
6546,Jay , Wow. That's... wow!,,,
6547,Claire ," Well, it was all Gloria's idea. She bought all of our tickets and everything.",,,
6548,Jay , Really?,,,
6549,Claire , Yeah.,,,
6550,Jay , Everyone's? ,,,
6551,Gloria , It's your birthday. I didn't spare any expense.,,,
6552,Jay ," Oh, gee. Thank you, honey. Are they, uh, all gonna be up with us in first class?",,,
6553,Gloria ," Ay, no, silly goat. You think I'm made of money? Hmm!",,,
6554,Jay , Of course not. [OPENING CREDITS],,,
6555,Gloria ," We're gonna go to a Maui, swim with the Miami dolphins, take a tour in one of those... the tkkita-tkkita-tkkita-tkkita-tee-tee!",,,
6556,Jay , Helicopter. Helicopter.,,,
6557,Gloria , Mm-hmm. Yes!,,,
6558,Jay ," I don't like activities. I wanted to hang out with Gloria and read my Robert Ludlum novels. I got eight of them loaded up on my book-reader thing here. I mean, I love my family. I love 'em at dinners, I love 'em at barbecues, But do I have to love 'em in Hawaii?",,,
6559,Phil ," Thanks, Daryl. I know I got a lot of baggage, but don't worry, I'm seeing a therapist. Just kidding, I'm fine. Hey! Daryl, I know these guys. Can I borrow your hat? This will be hilarious.",,,
6560,Daryl , No.,,,
6561,Phil , Okay.,,,
6562,Mitchell ," Aloha, Uncle Phil!",,,
6563,Phil , Hey. Hey! You guys excited about the trip?,,,
6564,Cameron ," Oh, we're so excited. You know, this is my first time.",,,
6565,Phil , Really?,,,
6566,Cameron ," Yeah, I know, it's surprising. People always say I scream ""Hawaii.""",,,
6567,Mitchell , Who says that?,,,
6568,Cameron , People.,,,
6569,Mitchell , What people?,,,
6570,Cameron , You don't know them.,,,
6571,Phil ," Hey, Lily. Hi!",,,
6572,Mitchell ," Oh, no. Oh, n... I forgot my wallet! ",,,
6573,Cameron ," Oh, that's all right. I have cash.",,,
6574,Mitchell ," No, no, I can't get on the plane without my I.D. Thanks a lot, Cam.",,,
6575,Cameron ," How is this my fault? Because if you had done what I asked you to do this morning, then I wouldn't have been overwhelmed and I would have remembered my wallet!",,,
6576,Mitchell ," All right, we still need to pack Lily's toys, Print the boarding passes... oh Stop the newspaper. Hey, no, wait. What are you doing? I just packed those.",,,
6577,Cameron ," Oh, she just looks so cute in this outfit. I want her looking her best for Jasper.",,,
6578,Mitchell , Nothing you just said made any sense to me.,,,
6579,Cameron , Jasper and his mother are coming over for a playdate. We scheduled it weeks ago.,,,
6580,Mitchell , We're about to leave for the airport!,,,
6581,Cameron ," Not for an hour, And this is the only time Jasper could do it.",,,
6582,Mitchell , Really? How full is Jasper's calendar?,,,
6583,Cameron ," This is a coup. When you get in with Jasper, doors open. He's a legacy at happy time preschool.",,,
6584,Mitchell , We're kissing up to a 10-month old?,,,
6585,Cameron ," I just want him to like us. Okay, that's them.",,,
6586,Mitchell ," All right, but just in and out. You know, we still have a million things to do.",,,
6587,Cameron ," Would you relax? You always worry. It always gets done. Oh, and we're methodists. So...",,,
6588,Mitchell , Ah. Who am I kidding? I-I'm not making this flight.,,,
6589,Phil ," Unh-unh. I can get you home and back before the plane takes off. Let's go! Daryl, see if you can stall the plane. That's... I will get you later.",,,
6590,Mitchell , I really... I really don't think there's enough time.,,,
6591,Cameron ," No, just... I'll meet you at the gate. Go!",,,
6592,Mitchell ," Okay, but you won't get on the plane without me, right?",,,
6593,Cameron , Oh. Well... ,,,
6594,Mitchell , Seriously? You were gonna get on the plane?! Cam!,,,
6595,Cameron , Just go!,,,
6596,Phil , Nope. Gotta get that one. Door. Okay. I can't... ohh.,,,
6597,Mitchell , All right. Just drive! Just drive! Just drive! I'll get the luggage!,,,
6598,Haley ," Hey, check out that cute guy.",,,
6599,Alex , He's out of your league. He's reading a book.,,,
6600,Haley , I know.,,,
6601,Cameron ," Here today, gone to Maui!",,,
6602,Claire , Hey. Have you seen Phil?,,,
6603,Cameron ," Oh, he drove Mitchell back to get his wallet.",,,
6604,Claire , What?,,,
6605,Cameron ," Yeah, he said he's gonna make it back in time, but I think it's gonna be close.",,,
6606,Claire , So he left me here.,,,
6607,Claire , Haley is still asleep! And I have no idea where Luke is. And are you even ready?,,,
6608,Phil , My bag's in the living room. Everything's gonna be okay.,,,
6609,Claire ," Okay, fine. I'm sorry, I'm a little tense.",,,
6610,Phil , Coffee'll help that.,,,
6611,Claire , You're right.,,,
6612,Phil , We've been over this. Air travel is incredibly safe.,,,
6613,Claire ," I know. I know, but at the end of the day, it is still a building on its side being thrown from one place to another.",,,
6614,Phil , Not in the movie.,,,
6615,Claire , Not helping.,,,
6616,Phil ," Do you want to take something, maybe calm your nerves?",,,
6617,Claire ," No. No, I want to be alert if the kids need me.",,,
6618,Phil , What a mom. Sometimes I wish you were my mom.,,,
6619,Claire ," Oh, God, Phil. I'm already feeling a little queasy. I hate this feeling. I hate it, and it's just gonna get worse and worse until the flight.",,,
6620,Phil ," Hey. It's gonna be fine. Uncle Phil's here. Great job, buddy! First one ready! Haley and Alex, let's go! Bless you. ",,,
6621,Alex , Coming.,,,
6622,Claire ," All right, come on, girls.",,,
6623,Phil ," Okay. Okay, this is why we practice.",,,
6624,Alex , Coming through. Coming through.,,,
6625,Phil , 15 seconds. Are we ready?,,,
6626,Alex , I think so.,,,
6627,Claire , Yeah.,,,
6628,Phil , It's go time!,,,
6629,Claire , Go. All right.,,,
6630,Phil ," Slow is smooth, and smooth is fast. Slow is smooth, and smooth is fast. Straight to the car. Straight through. Very nice!",,,
6631,Claire ," All right, let's go, let's go.",,,
6632,Phil , Hey. I think we got an extra couple of seconds.,,,
6633,Claire ," No, we don't.",,,
6634,Alex ," Dad, come on. ",,,
6635,Gloria ," Yes. When Cam suggested it, I knew you were gonna love it, baby.",,,
6636,Jay ," Oh, so this was your idea?",,,
6637,Cameron ," Happy Birthday, Jay.",,,
6638,Jay ," Aw, thanks, buddy. Ow. Hi, sweetheart. She's smiling. Yes, I'm going hiking! ",,,
6639,Claire , I will never get tired of this.,,,
6640,Luke ," Me neither. You know what would be cool, mom?",,,
6641,Claire , What's that?,,,
6642,Luke ," If the plane flew into a storm and crash-landed onto an island like in Lost""! ",,,
6643,Cameron , Nobody likes a crying baby on a flight. It's... it's very stressful.,,,
6644,Mitchell ," Yeah, uh, last year, I flew back from New York. Next to a baby who was very upset the entire flight.",,,
6645,Cameron ," I was on that flight with you, and I don't recall... Oh, I get it. You're talking about me. That's very funny.",,,
6646,Mitchell ," Yeah, we couldn't get tickets to ""Billy Elliot"" all he wanted to do was dance.",,,
6647,Cameron , And that's my story.,,,
6648,Mitchell ," Yeah, five hours of this.",,,
6649,Cameron , I just want to dance at the ballet! ,,,
6650,Cameron , Ow. Ow. Ow.,,,
6651,Jay ," Something wrong there, Cam?",,,
6652,Cameron ," Oh, well, I'm just breaking in a new pair of hiking shoes. This always happens. All the men in my family have wide ankles. I have an Uncle that can only wear bell bottoms. Hand to God.",,,
6653,Jay ," I wasn't doubting you. Just, why are you wearing the hiking shoes?",,,
6654,Gloria , Surprise!,,,
6655,Jay ," What, again?",,,
6656,Gloria ," Every morning, the whole family is gonna go hiking. And then, at the end of the week, we all gonna make it to the top of the volcano!",,,
6657,Jay ," Every morning, huh? ",,,
6658,Luke ," Look, mom, I'm pregnant.",,,
6659,Claire , Yeah. You still got to take your Dramamine.,,,
6660,Cameron ," Oh, does somebody get a little motion sickness?",,,
6661,Luke ," Yeah, I throw up all the time.",,,
6662,Cameron ," Oh, well, then Dramamine's the way to go.",,,
6663,Claire , What the hell are you doing?,,,
6664,Cameron ," Oh, I'm just trying to keep her awake so she'll sleep on the plane. ",,,
6665,Cameron ," Dramamine... oh, I wish I had that the last time I flew. I'll tell you, the plane was rocking up and down, Back and forth. I thought the wings were gonna snap off, honestly.",,,
6666,Claire ," Okay, you do it yourself. Use your teeth.",,,
6667,Mitchell , I-is this the best way to go? What about the freeway?  ,,,
6668,Phil ," Relax, Pumpkin, I got this. It's all about knowing the route. You're talking to a guy who made his way through college by driving a pedicab. You know what one of those is?",,,
6669,Mitchell ," Yes, yes. I just saw one pass us.",,,
6670,Phil ," Quick, who sang ""Evil woman""?",,,
6671,Man , What?,,,
6672,Phil , Hello?,,,
6673,Claire ," Phil, where the hell are you?",,,
6674,Phil ," Uh...let's see. Oh, shoot, I just missed my turn.",,,
6675,Claire ," You're supposed to be here with me. I told you, I get more and more freaked out as we get closer to the flight!",,,
6676,Phil ," Well, I know, but Mitch...",,,
6677,Claire ," I was counting on you to be here, so, thanks... a lot.",,,
6678,Phil , She's pretty tightly wound. Some people are just built that way.,,,
6679,Mitchell ," Honestly, could you drive any slower?!",,,
6680,Manny , Guess where the world's largest wind generator is.,,,
6681,Jay , Is it right behind me?,,,
6682,Manny , Nope. It's on the island of Oahu. I'm thinking about using it in my song about Hawaii.,,,
6683,Jay , What song?,,,
6684,Manny , Didn't mom tell you?,,,
6685,Gloria , Surprise! The whole family's putting on a show for you for your birthday. Everybody's performing! Even Phil brought his dummy! Isn't that great? Jay?,,,
6686,Jay ," Oh, I'm sorry, I was just thinking how tragic it would be if I fell into that volcano.",,,
6687,Gloria ," Ay, papi, don't say that.",,,
6688,Cameron ," Ow. Ow. Ow. Not yet, sweetie. Not yet.",,,
6689,Haley ," See, he's perfect. Look at him getting coffee and not putting chocolate in it. He's so mature.",,,
6690,Alex , What about Dylan?,,,
6691,Haley , Dylan's not that guy. ,,,
6692,Claire , Haley! Come on! We're leaving in two minutes! Get up!,,,
6693,Haley ," Oh, my God!",,,
6694,Dylan ," Oh, no. Is it tomorrow?",,,
6695,Haley ," Dylan, what are you doing here?!",,,
6696,Dylan ," I was gonna go, but then you fell asleep, and since you're leaving for a week, I wanted to stare at you as long as I could.",,,
6697,Haley , You have to go. My parents are gonna think we did it!,,,
6698,Dylan , As if.,,,
6699,Haley ," Okay, get out of the house, and make sure that nobody sees you!",,,
6700,Dylan ," I'll miss you. When you're gone, it's like I'm this prisoner trapped in a cell of loneliness.",,,
6701,Haley ," Okay, yeah, yeah, yeah, yeah, yeah. That's beautiful, but you have to go.",,,
6702,Claire ," I hate this feeling. I hate it, and it's just gonna get worse and worse until the flight.",,,
6703,Phil ," Hey. It's gonna be fine. Uncle Phil's here. Great job, buddy! First one ready!",,,
6704,Luke , Thanks.,,,
6705,Phil ," Haley and Alex, let's go!",,,
6706,Alex , Coming!,,,
6707,Phil , Bless you.,,,
6708,Alex , Coming.,,,
6709,Claire ," All right, come on, girls.",,,
6710,Phil ," Okay. Okay, this is why we practice.",,,
6711,Alex , Coming through. Coming through.,,,
6712,Phil , 15 seconds. Are we ready?,,,
6713,Claire , Yes.,,,
6714,Phil ," It's go time! Go. All right. Slow is smooth, and smooth is fast. Slow is smooth, and smooth is fast.",,,
6715,Claire , Straight to the car. Straight through.,,,
6716,Phil ," Very nice! All right, let's go, let's go. Hey. I think we got an extra couple of seconds.",,,
6717,Claire ,," No, we don't.",,
6718,Alex ," Dad, come on. ",,,
6719,Mitchell ,," Oh, no!",,
6720,Phil , What?!,,,
6721,Mitchell , My keys! ,,,
6722,Mitchell , Yeah.,,,
6723,Phil , I sold a house to his parents. How did you ever get a playdate with him?,,,
6724,Mitchell , Let's go! Okay. Please... Cam... yeah. ,,,
6725,Cameron ," Stay awake, sweetie. Stay awake. Whee... Oh, no.",,,
6726,Phil , This is where your Realtor training comes in handy. Looks like a standard Porter & sons d-model top-lock. One quick swipe ought to pop it. All aboard. Okay. There we go. All right. Nice and easy.,,,
6727,Mitchell ," Oh, whoa. Okay.",,,
6728,Phil , Yeah. You're pinching. You're pinching.,,,
6729,Mitchell ," Oh, I'm sorry.",,,
6730,Phil ," If you show enough houses, you learn all the tricks. Every Realtor is just a ninja in a blazer. The average burglar breaks in and leaves clues everywhere, but not me. I'm completely clueless.",,,
6731,Mitchell , Sure I'm not too heavy?,,,
6732,Phil ," Please, you weigh less than my paintball gear.",,,
6733,Mitchell ," Oh, okay. There we go.",,,
6734,Phil , We are in.,,,
6735,Mitchell , Yep.,,,
6736,Phil , Off-load. There we go. Squeezing.,,,
6737,Mitchell ," Oh, I'm sorry, sorry.",,,
6738,Phil , You all right?,,,
6739,Mitchell , Yep. I'm good. I'm good.,,,
6740,Mitchell , What are you doing?,,,
6741,Phil ," Just making it a little tougher on the next guy. You got to get up pretty early... son of a... Oh, God!",,,
6742,Mitchell , Are you all right?,,,
6743,Phil ," Yeah, I am. Oh, oh... just, uh, almost killed myself on your fire truck.",,,
6744,Mitchell ," That's not ours. That's, uh, Jasper's.",,,
6745,Phil , You know Jasper? ,,,
6746,Alex ," Look at him. He's sketching! He's like Leonardo DiCaprio in ""titanic."" I bet he goes to art school. Do you think he's sketching us?",,,
6747,Haley ," Yeah. ""us.""...",,,
6748,Voice ,,35 to Boston may board at this time.,,
6749,Haley ," And contact. Ugh. It's Dylan. ""I'm trapped."" Yeah, yeah, yeah, what a drama queen.",,,
6750,Gloria ," We will go whale ""washing,"" Explore the tropical forest, get back into the nature.",,,
6751,Manny , That sounds fun. Thanks.,,,
6752,Man , Thank you.,,,
6753,Voice ," Your attention, please. Would Manny Delgado please report to gate 22a? Manny Delgado to gate 22a.",,,
6754,Luke ," Check it out, grandpa. The Dramamine's working. I'm not dizzy!",,,
